name,slug,url,description
Tunis,tunis,https://www.thenationalnews.com/tags/tunis/,Tunis – The capital of Tunisia a country that was the birthplace of the Arab Spring and continues to navigate economic and democratic challenges.
Tunisia,tunisia,https://www.thenationalnews.com/tags/tunisia,Tunisia – A North African nation that led the Arab Spring movement now facing economic hardships political instability and struggles in democratic governance.
Turkey,turkey,https://www.thenationalnews.com/tags/turkey,Turkey – A transcontinental nation balancing its regional influence in the Middle East and Europe dealing with economic fluctuations and political shifts under Erdogan.
Uganda,uganda,https://www.thenationalnews.com/tags/uganda/,Uganda – An East African nation with a mix of economic potential and political repression led by one of Africa’s longest-serving leaders President Yoweri Museveni.
Ukraine,ukraine,https://www.thenationalnews.com/tags/ukraine/,Ukraine – A country at the centre of one of the world’s most significant geopolitical conflicts fighting for sovereignty against Russia’s invasion while seeking Western support.
Unga,unga,https://www.thenationalnews.com/tags/unga/,UNGA – The United Nations General Assembly an annual global forum where world leaders debate key international issues policies and diplomatic relations.
United Nations,un,https://www.thenationalnews.com/tags/un/,United Nations – The world’s foremost international organisation working on peacekeeping development and humanitarian aid while facing political challenges.
Uzbekistan,uzbekistan,https://www.thenationalnews.com/tags/uzbekistan/,Uzbekistan – A Central Asian nation undergoing economic reforms and modernisation striving to boost its regional influence and global economic ties.
Vatican City,vatican-city,https://www.thenationalnews.com/tags/vatican-city/,Vatican City – The spiritual and administrative centre of the Catholic Church home to the Pope and one of the smallest independent states in the world.
Venezuela,venezuela,https://www.thenationalnews.com/tags/venezuela/,Venezuela – A South American nation suffering from deep political and economic crises hyperinflation and mass emigration due to government mismanagement.
Vietnam,vietnam,https://www.thenationalnews.com/tags/vietnam/,Vietnam – A rapidly developing Southeast Asian country with a strong manufacturing industry balancing economic growth with tight political control.
Vladimir Putin,vladimir-putin,https://www.thenationalnews.com/tags/vladimir-putin,Vladimir Putin – Russia’s long-serving leader shaping global politics with assertive foreign policies centralised power and an ongoing war in Ukraine.
Volodymyr Zelenskyy,volodymyr-zelenskyy,https://www.thenationalnews.com/tags/volodymyr-zelenskyy/,Volodymyr Zelenskyy – Ukraine’s President a former comedian turned wartime leader globally recognised for his resilience in the face of Russian aggression.
West Bank,west-bank,https://www.thenationalnews.com/tags/west-bank/,West Bank – A disputed Palestinian territory under Israeli occupation frequently at the centre of geopolitical tensions and ongoing conflict.
World,world,https://www.thenationalnews.com/tags/world,World – Covering major global news including political developments economic trends climate change and international relations.
World Bank,world-bank,https://www.thenationalnews.com/tags/world-bank/,World Bank – A global financial institution that provides loans and grants to developing countries aiming to reduce poverty and foster economic development.
World Health Organisation,who,https://www.thenationalnews.com/tags/who,World Health Organisation – A United Nations agency leading global health initiatives from pandemic response to disease eradication and medical research.
Xi Jinping,xi-jingping,https://www.thenationalnews.com/tags/xi-jingping,Xi Jinping – China’s President and most powerful leader in decades expanding the country’s influence while tightening political control domestically.
Yemen,yemen,https://www.thenationalnews.com/tags/yemen/,Yemen – A Middle Eastern nation enduring one of the world’s worst humanitarian crises due to a prolonged civil war and foreign interventions.
Zimbabwe,zimbabwe,https://www.thenationalnews.com/tags/zimbabwe/,Zimbabwe – A Southern African nation facing economic struggles political instability and efforts to recover from decades of authoritarian rule.
Hamas,hamas,https://www.thenationalnews.com/tags/hamas/,Hamas – A Palestinian militant and political group governing Gaza frequently engaged in conflict with Israel and facing international scrutiny.
BJP,bharatiya-janata-party,https://www.thenationalnews.com/tags/bharatiya-janata-party/,BJP – India’s ruling political party led by Prime Minister Narendra Modi promoting Hindu nationalism and economic reforms.
Rahul Gandhi,rahul-gandhi,https://www.thenationalnews.com/tags/rahul-gandhi/,Rahul Gandhi – A leading Indian opposition politician and member of the Nehru-Gandhi dynasty advocating for democratic and social reforms.
Hassan Nasrallah,hassan-nasrallah,https://thenationalnews.com/tags/hassan-nasrallah/,Hassan Nasrallah – The leader of Hezbollah a powerful Lebanese political and militant organisation backed by Iran involved in regional conflicts.
India election,india-election,https://www.thenationalnews.com/tags/india-election/,India election – The world’s largest democratic exercise shaping the political landscape of India and influencing global economic and diplomatic ties.
Al Aqsa mosque,al-aqsa-mosque,https://www.thenationalnews.com/tags/al-aqsa-mosque/,Al Aqsa Mosque – One of Islam’s holiest sites in Jerusalem frequently at the centre of religious tensions and political disputes between Israelis and Palestinians.
UNRWA,unrwa,https://thenationalnews.com/tags/unrwa,UNRWA – The United Nations agency providing critical aid and services to millions of Palestinian refugees across the Middle East.
Masoud Pezeshkian,masoud-pezeshkian,https://thenationalnews.com/tags/masoud-pezeshkian/,Masoud Pezeshkian – An Iranian politician with reformist views often seen as a potential challenger to the country’s hardline establishment.
Joseph Aoun,joseph-aoun,https://www.thenationalnews.com/tags/joseph-aoun/,Joseph Aoun – The commander of Lebanon’s armed forces a key figure in maintaining security amid the country’s ongoing political and economic turmoil.
Abraaj,abraaj,https://www.thenationalnews.com/tags/abraaj/,Abraaj Group was the Middle East's largest private equity company before it collapsed in 2018. Its founder was Arif Naqvi
Abu Dhabi Global Market,abu-dhabi-global-market,https://www.thenationalnews.com/tags/abu-dhabi-global-market/,Latest news on ADGM - Abu Dhabi's international financial centre
ADCB,adcb,https://www.thenationalnews.com/tags/adcb/,UAE-based Abu Dhabi Commercial Bank was established in 1985
Adipec,adipec,https://www.thenationalnews.com/tags/adipec/,Abu Dhabi International Petroleum Exhibition & Conference is one of the world’s largest events of its kind - here are the latest updates
Adnoc,adnoc,https://www.thenationalnews.com/tags/adnoc/,Latest reports on Abu Dhabi National Oil Company the state-owned oil giant is among the largest in the world
ADQ,adq,https://www.thenationalnews.com/tags/adq/,Follow the latest on Abu Dhabi Developmental Holding Company one of the world's top sovereign wealth funds
ADX,abu-dhabi-securities-exchange,https://www.thenationalnews.com/tags/abu-dhabi-securities-exchange/,Stay updated with the latest market news and analysis from the Abu Dhabi Securities Exchange (ADX)
Air Arabia,air-arabia,https://www.thenationalnews.com/tags/air-arabia/,From new flight routes to financial reports find the latest news on the UAE's only listed airline
Airbus,airbus,https://www.thenationalnews.com/tags/airbus/,Get the latest news and updates on Airbus the European aerospace leader in commercial military and space aircraft manufacturing
Aldar,aldar,https://www.thenationalnews.com/tags/aldar,All the latest on Abu Dhabi's biggest listed real estate developer Aldar Properties known for major projects including Yas and Saadiyat islands
Alphabet,alphabet,https://www.thenationalnews.com/tags/alphabet/,News on Alphabet Google's parent company - from AI and Pixel updates to regulation and latest earnings
Amazon,amazon,https://www.thenationalnews.com/tags/amazon/,Read the latest on e-commerce giant Amazon its founder Jeff Bezos and his other ventures including Blue Origin and Amazon Web Services
Apple,apple,https://www.thenationalnews.com/tags/apple,Latest Apple news: iPhone iOS Vision Pro AI and the industry shifts shaping the tech giant's market value
Arabian Travel Market,arabian-travel-market,https://www.thenationalnews.com/tags/arabian-travel-market/,Known as ATM Dubai's annual travel and tourism trade fair attracts thousands of visitors from across the globe
Artificial intelligence,artificial-intelligence,https://www.thenationalnews.com/tags/artificial-intelligence/,AI news and trends - large language models machine learning automation and impact on jobs and industry
Banking,banking,https://thenationalnews.com/tags/banking,Latest updates on the banking sector - UAE regional and global bank news plus personal finance and Islamic banking
